std_id,대분류,중분류,기능,상태,오픈차단여부,매핑legacy_id,매핑asis_id,돈여부,주문여부,근거,비고,담당,sub_track,배정근거,done_criteria
STD-ORD-021,장바구니·주문,주문,주문 상태 조회(회원),done,작업 항목,F-161;IA-009;SCOPE-009;SCOPE-161,SB-045,N,Y,"huni-skin-shopby/src/lib/api/hooks/use-my-orders.ts:84,354",R1 · L4 판정 승계,쇼핑개발,web,규칙:260616 01_역할정의 「주문전환·플로팅·장바구니」 F1~F4,"huni-skin-shopby/src/lib/api/hooks/use-my-orders.ts:84,354 에 구현이 있고, 라이브 장바구니 화면 + 샵바이 주문 API 응답 에서 「주문 상태 조회(회원)」 결과에 표시된 금액이 권위값과 원 단위까지 같은 것이 1건 확인된다"
STD-ORD-022,장바구니·주문,주문,비회원 주문 조회(주문번호+휴대전화),done,작업 항목,IA-073;SCOPE-073,SB-036,N,N,huni-skin-shopby/src/components/order/guest-order-lookup.tsx:4-9,R1 · L4 판정 승계 · 라이브 실측(09-02 A-13): 297건 전건 `nonmemberPurchaseYn = Y` — 비회원 주문이 실제로 생길 수 있으므로 이 조회 경로가 오픈 첫날부터 쓰인다 (L5/Q2/api-check-a13-a5.md §2),쇼핑개발,web,규칙:260616 01_역할정의 「주문전환·플로팅·장바구니」 F1~F4,"huni-skin-shopby/src/components/order/guest-order-lookup.tsx:4-9 에 구현이 있고, 라이브 장바구니 화면 + 샵바이 주문 API 응답 에서 「비회원 주문 조회(주문번호+휴대전화)」가 1회 관측된다"
STD-ORD-023,장바구니·주문,주문,주문 상태 머신 전이 표시(결제완료→상품준비→배송준비→배송중→배송완료→구매확정),partial,작업 항목,F-161;SCOPE-161;X-DEC-MIRROR-01,SB-045,N,Y,"huni-skin-shopby/src/lib/api/hooks/use-my-orders.ts:84,354 · X-DEC-MIRROR-01 샵바이→후니 상태 미러 채널 미확인",R1 · L4 판정 승계 · 안 되는 부분: X-DEC-MIRROR-01 샵바이→후니 상태 미러 채널 미확인 (출처 근거),쇼핑개발,web,규칙:260616 01_역할정의 「주문전환·플로팅·장바구니」 F1~F4,"이미 되는 부분은 확인되고, 남은 부분(X-DEC-MIRROR-01 샵바이→후니 상태 미러 채널 미확인)이 「주문 상태 머신 전이 표시(결제완료→상품준비→배송준비→배송중→…」 결과에 표시된 금액이 권위값과 원 단위까지 같은 것이 1건 확인된다"
STD-ORD-024,장바구니·주문,주문,인쇄 공정 단계 상태 노출(검판·출력·후가공),todo,작업 항목,F-162;SCOPE-162;X-DEC-MIRROR-01,,N,Y,SCOPE-162 주문/주문상세 런타임 그릇 구축 PARTIAL·미착수,R1 · L4 판정 승계,쇼핑개발,web,규칙:260616 01_역할정의 「주문전환·플로팅·장바구니」 F1~F4,라이브 장바구니 화면 + 샵바이 주문 API 응답 에서 「인쇄 공정 단계 상태 노출(검판·출력·후가공)」 결과에 표시된 금액이 권위값과 원 단위까지 같은 것이 1건 확인된다
STD-ORD-025,장바구니·주문,주문,구매확정(고객·자동),new,작업 항목,,,N,N,huni-shopby/01_research/order-to-delivery-contract.md §3 confirm,R1 · L4 판정 승계,쇼핑개발,web,규칙:260616 01_역할정의 「주문전환·플로팅·장바구니」 F1~F4,"「구매확정(고객·자동)」을 담을 그릇(테이블·모듈·화면)이 생기고, 라이브 장바구니 화면 + 샵바이 주문 API 응답 에서 그 동작이 1회 관측된다"
STD-ORD-026,장바구니·주문,주문,재주문(동일 사양 반복),todo,작업 항목,F-011;IA-011;SCOPE-011,,N,N,F-011/SCOPE-011/IA-011 옵션보관함 CUSTOM·미착수,R1 · L4 판정 승계,쇼핑개발,web,규칙:260616 01_역할정의 「주문전환·플로팅·장바구니」 F1~F4,라이브 장바구니 화면 + 샵바이 주문 API 응답 에서 「재주문(동일 사양 반복)」이 1회 관측된다
STD-ORD-027,장바구니·주문,주문,오프라인 주문 별도 등록 경로,partial,작업 항목,F-098;IA-098;SCOPE-098,WA-060,Y,N,raw/webadmin/webadmin/catalog/models.py:87 (TCusCustomers 모델만 · 전용 운영화면 urls.py 부재),R1 · L4 판정 승계 · 안 되는 부분: 전용 운영화면 urls.py 부재) (출처 근거),쇼핑개발,web,규칙:260616 01_역할정의 「주문전환·플로팅·장바구니」 F1~F4,"이미 되는 부분은 확인되고, 남은 부분(전용 운영화면 urls.py 부재))이 「오프라인 주문 별도 등록 경로」 결과에 표시된 금액이 권위값과 원 단위까지 같은 것이 1건 확인된다"
STD-PAY-001,결제,결제수단,신용카드 결제(PG),todo,차단(외부),F-080;IA-080;SCOPE-080;X-PG-CONTRACT-01,SB-032,Y,Y,huni-skin-shopby/src/components/checkout/checkout-form.tsx:8-9 주석 'PG 연동은 후속 — 현재는 무통장만 동작' (SB-032 absent) · X-PG-CONTRACT-01 이니시스 계약 미체결,"R1 · L4 판정 승계 · 무통장 선검증: 불가 — 카드 결제창은 MID 발급 산출물이고(payment-approval-flow.md §1-1 [3]~[7]), 무통장 주문은 결제창을 거치지 않고 바로 입금대기로 간다(shopby-order-state-machine.md T2) · checkout-form.tsx:8-9 「PG 연동은 후속 — 현재는 무통장만 동작」",PM,-,규칙:N1 open-questions D-1 「어떤 결제수단을 열 것인가 — 결정 기록 자체가 없다」 · 원천사 ,차단 — PG 승인 — 이니시스 MID 추가 발급 전에는 카드 결제창이 안 뜬다. 승인·접근이 열린 뒤 결제 화면 + 이니시스 가맹점관리자 에서 「신용카드 결제(PG)」 결과에 표시된 금액이 권위값과 원 단위까지 같은 것이 1건 확인된다
STD-PAY-002,결제,결제수단,실시간 계좌이체,todo,작업 항목,F-080;IA-080;SCOPE-080;X-PG-CONTRACT-01,SB-032,Y,Y,huni-skin-shopby/src/components/checkout/checkout-form.tsx:8-9 (SB-032 absent),R1 · L4 판정 승계,PM,-,규칙:N1 open-questions D-1 「어떤 결제수단을 열 것인가 — 결정 기록 자체가 없다」 · 원천사 ,결제 화면 + 이니시스 가맹점관리자 에서 「실시간 계좌이체」 결과에 표시된 금액이 권위값과 원 단위까지 같은 것이 1건 확인된다
STD-PAY-003,결제,결제수단,무통장입금(가상계좌)·입금대기 상태,done,작업 항목,SCOPE-148,SB-031,N,N,huni-skin-shopby/src/components/checkout/checkout-form.tsx:157-158 · guest-checkout-form.tsx:100-101,R1 · L4 판정 승계,PM,-,규칙:N1 open-questions D-1 「어떤 결제수단을 열 것인가 — 결정 기록 자체가 없다」 · 원천사 ,"huni-skin-shopby/src/components/checkout/checkout-form.tsx:157-158 에 구현이 있고, 결제 화면 + 이니시스 가맹점관리자 에서 「무통장입금(가상계좌)·입금대기 상태」가 1회 관측된다"
STD-PAY-004,결제,결제수단,네이버페이 결제,todo,작업 항목,SCOPE-149;X-DEC-NAVERPAY-01,,Y,Y,X-DEC-NAVERPAY-01 NaverPay 별도 mini-OrderSheet 1차 범위 포함 여부 미결,R1 · L4 판정 승계 · 외부 승인 종속 — 네이버페이 3~4주(payment-approval-flow.md:40) · 축소 시나리오 A 대기,PM,-,규칙:N1 open-questions D-1 「어떤 결제수단을 열 것인가 — 결정 기록 자체가 없다」 · 원천사 ,결제 화면 + 이니시스 가맹점관리자 에서 「네이버페이 결제」 결과에 표시된 금액이 권위값과 원 단위까지 같은 것이 1건 확인된다
STD-PAY-005,결제,결제수단,카카오페이 결제,new,작업 항목,,,N,N,print-kb/wiki/policy/order-payment.md#PAY-03,R1 · L4 판정 승계 · 외부 승인 종속 — 카카오페이 2주(payment-approval-flow.md:40) · 축소 시나리오 A 대기,PM,-,규칙:N1 open-questions D-1 「어떤 결제수단을 열 것인가 — 결정 기록 자체가 없다」 · 원천사 ,"「카카오페이 결제」를 담을 그릇(테이블·모듈·화면)이 생기고, 결제 화면 + 이니시스 가맹점관리자 에서 그 동작이 1회 관측된다"
STD-PAY-006,결제,결제수단,토스페이 결제,new,작업 항목,,,N,N,print-kb/wiki/policy/order-payment.md#PAY-03,R1 · L4 판정 승계,PM,-,규칙:N1 open-questions D-1 「어떤 결제수단을 열 것인가 — 결정 기록 자체가 없다」 · 원천사 ,"「토스페이 결제」를 담을 그릇(테이블·모듈·화면)이 생기고, 결제 화면 + 이니시스 가맹점관리자 에서 그 동작이 1회 관측된다"
STD-PAY-007,결제,결제수단,적립금(프린팅머니) 결제,partial,작업 항목,F-014;IA-014;SCOPE-014;X-DEC-PRINTMONEY-01,SB-030;SB-050,Y,N,"huni-skin-shopby/src/lib/api/hooks/use-points.ts:22,62 (조회 done) · checkout-form.tsx:52 (적립/충전은 mock)",R1 · L4 판정 승계 · 안 되는 부분: checkout-form.tsx:52 (적립/충전은 mock) (출처 근거),PM,-,규칙:N1 open-questions D-1 「어떤 결제수단을 열 것인가 — 결정 기록 자체가 없다」 · 원천사 ,"이미 되는 부분은 확인되고, 남은 부분(checkout-form.tsx:52 (적립/충전은 mock))이 「적립금(프린팅머니) 결제」 결과에 표시된 금액이 권위값과 원 단위까지 같은 것이 1건 확인된다"
STD-PAY-008,결제,결제수단,복합결제(적립금+PG 병용),todo,차단(외부),X-DEC-PRINTMONEY-01,SB-030,Y,N,huni-skin-shopby/src/components/checkout/checkout-form.tsx:52 (mock),R1 · L4 판정 승계 · 무통장 선검증: 불가 — 복합결제는 PG 결제 구간 위에 얹힌다 · 무통장 경로에는 그 구간 자체가 없다(shopby-order-state-machine.md T2·T4),PM,-,규칙:N1 open-questions D-1 「어떤 결제수단을 열 것인가 — 결정 기록 자체가 없다」 · 원천사 ,차단 — PG 승인 — 복합결제는 PG 승인분 위에 얹힌다. 승인·접근이 열린 뒤 결제 화면 + 이니시스 가맹점관리자 에서 「복합결제(적립금+PG 병용)」 결과에 표시된 금액이 권위값과 원 단위까지 같은 것이 1건 확인된다
STD-PAY-009,결제,결제수단,할부·무이자 옵션,new,작업 항목,,,N,N,print-kb/wiki/policy/order-payment.md#PAY-04,R1 · L4 판정 승계,PM,-,규칙:N1 open-questions D-1 「어떤 결제수단을 열 것인가 — 결정 기록 자체가 없다」 · 원천사 ,"「할부·무이자 옵션」을 담을 그릇(테이블·모듈·화면)이 생기고, 결제 화면 + 이니시스 가맹점관리자 에서 그 동작이 1회 관측된다"
STD-PAY-010,결제,결제수단,B2B 후불결제,todo,작업 항목,F-141;IA-141;SCOPE-141,,Y,Y,F-141/SCOPE-141/IA-141 주문관리-후불결제 PARTIAL·미착수,R1 · L4 판정 승계,PM,-,규칙:N1 open-questions D-1 「어떤 결제수단을 열 것인가 — 결정 기록 자체가 없다」 · 원천사 ,결제 화면 + 이니시스 가맹점관리자 에서 「B2B 후불결제」 결과에 표시된 금액이 권위값과 원 단위까지 같은 것이 1건 확인된다
STD-PAY-011,결제,결제처리,PG 리다이렉트·결제 확정 콜백,partial,차단(외부),F-080;IA-080;SCOPE-080;X-PAY-FLOW-01,SB-033,Y,Y,huni-skin-shopby/src/lib/payments/ncp-pay.ts:47-70 · src/app/api/pay-config/route.ts:8 — X-PAY-FLOW-01 PG 콜백 흐름 미상,"R1 · L4 판정 승계 · 무통장 선검증: 불가 — 무통장은 운영자가 [입금확인 처리]를 눌러 결제완료가 되고(shopby-order-state-machine.md T4), PG 자동 입금확인은 가상계좌·에스크로 전용(T5) — 무통장 주문은 PG 리다이렉트·콜백을 한 번도 타지 않는다. 다만 결제완료 이후 사슬(웹훅 수신·상태 반영)은 무통장으로 관측되며 그건 gates-v2 G2 ④에서 닫는다 · 안 되는 부분: src/app/api/pay-config/route.ts:8 — X-PAY-FLOW-01 PG 콜백 흐름 미상 (출처 근거)",쇼핑개발,web,규칙:260616 01_역할정의 「주문/결제 플로우」,차단 — PG 승인 — 리다이렉트·콜백은 MID 발급 후에만 실물 검증 가능. 승인·접근이 열린 뒤 결제 화면 + 이니시스 가맹점관리자 에서 「PG 리다이렉트·결제 확정 콜백」 결과에 표시된 금액이 권위값과 원 단위까지 같은 것이 1건 확인된다
STD-PAY-012,결제,결제처리,결제 실패 안내·재시도,todo,작업 항목,X-PAY-FLOW-01,,Y,Y,X-PAY-FLOW-01 결제 확정 흐름 미상,R1 · L4 판정 승계,쇼핑개발,web,규칙:260616 01_역할정의 「주문/결제 플로우」,결제 화면 + 이니시스 가맹점관리자 에서 「결제 실패 안내·재시도」 결과에 표시된 금액이 권위값과 원 단위까지 같은 것이 1건 확인된다
STD-PAY-013,결제,결제처리,결제 금액 위변조 검증(서버 재계산 대조),partial,작업 항목,X-NHN-POLICY-01;X-PAY-FLOW-01;X-PRICE-BRIDGE-01,SB-012,Y,Y,huni-skin-shopby/src/lib/api/widget-order.ts:26-35 (10원×orderCnt 적재 — 견적가 우회 적재) · X-PRICE-BRIDGE-01 동적 계산가 무손실 환원 경로 미확정,R1 · L4 판정 승계 · 안 되는 부분: X-PRICE-BRIDGE-01 동적 계산가 무손실 환원 경로 미확정 (출처 근거),쇼핑개발,web,규칙:260616 01_역할정의 「주문/결제 플로우」,"이미 되는 부분은 확인되고, 남은 부분(X-PRICE-BRIDGE-01 동적 계산가 무손실 환원 경로 미확정)이 「결제 금액 위변조 검증(서버 재계산 대조)」 결과에 표시된 금액이 권위값과 원 단위까지 같은 것이 1건 확인된다"
STD-PAY-014,결제,결제처리,결제 포기 처리,new,작업 항목,,,N,N,huni-shopby/01_research/order-to-delivery-contract.md §1 PAY_CANCEL,R1 · L4 판정 승계,쇼핑개발,web,규칙:260616 01_역할정의 「주문/결제 플로우」,"「결제 포기 처리」를 담을 그릇(테이블·모듈·화면)이 생기고, 결제 화면 + 이니시스 가맹점관리자 에서 그 동작이 1회 관측된다"
STD-PAY-015,결제,증빙,현금영수증 발급,todo,작업 항목,F-028;IA-028;SCOPE-028;X-TAXDOC-01,SB-053,Y,N,huni-skin-shopby/src/components/mypage/document-section.tsx:1-6 (정적 표 UI만·API 호출 없음 = stub) · X-TAXDOC-01 팝빌 연동 미결,R1 · L4 판정 승계 · 라이브 실측(09-02 A-5): `cashReceipt = false` · `cashReceiptRequired = false` — 현금영수증 기능이 꺼져 있다. 수량 표기 형식(E-1)은 **무통장 관통으로도 안 닫힌다** (L5/Q2/api-check-a13-a5.md §3 · :104),PM,-,규칙:N1 D-2 · N3 §4 「증빙 정책 확정」 · A-21 대응책 부재,결제 화면 + 이니시스 가맹점관리자 에서 「현금영수증 발급」 결과에 표시된 금액이 권위값과 원 단위까지 같은 것이 1건 확인된다
STD-PAY-016,결제,증빙,세금계산서 발급 신청·내역,todo,작업 항목,F-152;SCOPE-152;X-TAXDOC-01,SB-053,Y,N,huni-skin-shopby/src/components/mypage/document-section.tsx:1-6 (stub),R1 · L4 판정 승계,PM,-,규칙:N1 D-2 · N3 §4 「증빙 정책 확정」 · A-21 대응책 부재,결제 화면 + 이니시스 가맹점관리자 에서 「세금계산서 발급 신청·내역」 결과에 표시된 금액이 권위값과 원 단위까지 같은 것이 1건 확인된다
STD-PAY-017,결제,증빙,사업자정보 등록·관리,todo,작업 항목,F-026;F-027;IA-026;IA-027;SCOPE-026;SCOPE-027,,N,N,F-026/027·SCOPE-026/027·IA-026/027 사업자정보 목록·등록 PARTIAL·미착수,R1 · L4 판정 승계,PM,-,규칙:N1 D-2 · N3 §4 「증빙 정책 확정」 · A-21 대응책 부재,결제 화면 + 이니시스 가맹점관리자 에서 「사업자정보 등록·관리」가 1회 관측된다
STD-PAY-018,결제,증빙,거래명세서 출력,todo,작업 항목,F-025;F-142;IA-025;IA-142;SCOPE-025;SCOPE-142,,Y,Y,F-142/SCOPE-142/IA-142 증빙서류발급 관리 PARTIAL·미착수,R1 · L4 판정 승계 · 라이브 실측(09-02 A-5): `viewShopSpecification = false` — 거래명세서가 고객에게 노출되지 않는다. 이 행은 「고객 노출」이 아니라 **담당자 화면** 성격이다 (L5/Q2/api-check-a13-a5.md §3),PM,-,규칙:N1 D-2 · N3 §4 「증빙 정책 확정」 · A-21 대응책 부재,결제 화면 + 이니시스 가맹점관리자 에서 「거래명세서 출력」 결과에 표시된 금액이 권위값과 원 단위까지 같은 것이 1건 확인된다
STD-SHP-001,배송,배송비,기본 배송비 부과,partial,작업 항목,SCOPE-151;X-DEC-SHIPPING-01,SB-027,Y,Y,"huni-skin-shopby/src/lib/api/hooks/use-order-sheet.ts:177,252 (금액계산에 배송비 포함) · X-DEC-SHIPPING-01 배송비 정책 미확정",R1 · L4 판정 승계 · 안 되는 부분: X-DEC-SHIPPING-01 배송비 정책 미확정 (출처 근거),PM,-,규칙:N3 §4 U-7·U-7b 「운영정책 260827 문구를 어떻게 할 것인가」 · A-20 문구 정정(시스템 ,"이미 되는 부분은 확인되고, 남은 부분(X-DEC-SHIPPING-01 배송비 정책 미확정)이 「기본 배송비 부과」 결과에 표시된 금액이 권위값과 원 단위까지 같은 것이 1건 확인된다"
STD-SHP-002,배송,배송비,무료배송 기준금액 적용,partial,작업 항목,SCOPE-151;X-DEC-SHIPPING-01,SB-027,Y,Y,"huni-skin-shopby/src/lib/api/hooks/use-order-sheet.ts:177,252",R1 · L4 판정 승계 · 안 되는 부분: 미확인 — 근거·비고 어디에도 결손 표기가 없다 · 셀러어드민 배송 설정 화면 1회 점검으로 닫는다,PM,-,규칙:N3 §4 U-7·U-7b 「운영정책 260827 문구를 어떻게 할 것인가」 · A-20 문구 정정(시스템 ,"이미 되는 부분은 확인되고, 남은 부분(미확인 — 결손 표기 없음)이 「무료배송 기준금액 적용」 결과에 표시된 금액이 권위값과 원 단위까지 같은 것이 1건 확인된다"
STD-SHP-003,배송,배송비,제주 추가 배송비,todo,작업 항목,F-150;SCOPE-150;X-DEC-SHIPPING-01,,Y,Y,F-150/SCOPE-150 도서산간 추가배송비 데이터화 PARTIAL·미착수,R1 · L4 판정 승계,PM,-,규칙:N3 §4 U-7·U-7b 「운영정책 260827 문구를 어떻게 할 것인가」 · A-20 문구 정정(시스템 ,셀러어드민 배송 설정 화면 에서 「제주 추가 배송비」 결과에 표시된 금액이 권위값과 원 단위까지 같은 것이 1건 확인된다
